"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1905,"PULB","Pulaski Financial Corporation","Financial","Savings & Loans","USA",120.91,14.76,11.13,0.54%,6
1906,"PURE","PURE Bioscience, Inc.","Basic Materials","Chemicals - Major Diversified","USA",13.41,,1.15,-5.74%,15702
1907,"PVTB","Privatebancorp Inc.","Financial","Regional - Midwest Banks","USA",2158.66,20.16,28.11,-0.37%,240088
1908,"PWOD","Penns Woods Bancorp Inc.","Financial","Regional - Mid-Atlantic Banks","USA",239.07,14.94,49.69,0.16%,4017
1909,"PWRD","Perfect World Co., Ltd.","Technology","Multimedia & Graphics Software","China",872.94,12.76,17.43,-2.41%,90235
1910,"PWX","Providence and Worcester Railroad Company","Services","Railroads","USA",94.70,150.38,19.55,0.00%,0
1911,"PXLW","Pixelworks, Inc.","Technology","Semiconductor - Integrated Circuits","USA",75.17,,3.98,-1.24%,32417
1912,"PZZA","Papa John's International Inc.","Services","Restaurants","USA",1871.94,28.80,87.00,0.35%,20003
1913,"PZZI","Pizza Inn Holdings, Inc.","Services","Restaurants","USA",65.94,,8.15,-0.37%,9149
1914,"QABA","First Trust NASDAQ ABA Community Bank","Financial","Exchange Traded Fund","USA",,,35.18,-0.19%,997
1915,"QADA","QAD Inc.","Technology","Application Software","USA",247.43,65.83,15.10,-4.43%,699
1916,"QBAK","Qualstar Corp.","Technology","Diversified Electronics","USA",12.87,,1.05,0.00%,0
1917,"QCCO","QC Holdings, Inc.","Financial","Savings & Loans","USA",30.64,10.35,1.78,1.14%,5825
1918,"QCLN","First Trust NASDAQ Cln Edg Green En Idx","Financial","Exchange Traded Fund","USA",,,17.14,-0.41%,3161
1919,"QCOM","QUALCOMM Incorporated","Technology","Communication Equipment","USA",123964.00,18.65,72.47,-0.62%,2064192
1920,"QCOR","Questcor Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",3186.54,12.55,53.93,-0.33%,1351140
1921,"QCRH","QCR Holdings Inc.","Financial","Regional - Southwest  Banks","USA",101.02,8.37,17.26,-0.80%,590
1922,"QDEL","Quidel Corp.","Healthcare","Diagnostic Substances","USA",881.65,61.79,26.05,0.39%,13935
1923,"QGEN","Qiagen NV","Services","Research Services","Netherlands",5266.67,160.71,22.95,2.00%,335898
1924,"QIWI","Qiwi plc","Financial","Credit Services","Russia",2829.32,81.21,52.81,-2.94%,184190
1925,"QKLS","QKL Stores Inc.","Services","Grocery Stores","China",6.24,,4.10,0.00%,0
1926,"QLGC","QLogic Corp.","Technology","Semiconductor - Integrated Circuits","USA",996.70,20.36,11.22,-1.62%,140036
1927,"QLIK","Qlik Technologies, Inc.","Technology","Business Software & Services","USA",2190.02,,24.97,0.52%,246787
1928,"QLTI","QLT Inc.","Healthcare","Biotechnology","Canada",270.70,,5.41,1.60%,28715
1929,"QLTY","Quality Distribution Inc.","Services","Trucking","USA",339.26,,12.90,0.62%,47891
1930,"QLYS","Qualys, Inc.","Technology","Application Software","USA",747.97,291.37,23.43,0.51%,90007
1931,"QNST","QuinStreet, Inc.","Technology","Internet Software & Services","USA",352.70,,8.15,-0.37%,29913
1932,"QPAC","Quinpario Acquisition Corp.","Conglomerates","Conglomerates","USA",,,,,0
1933,"QQEW","First Trust NASDAQ-100 Equal Weight Idx","Financial","Exchange Traded Fund","USA",,,34.98,-0.18%,14821
1934,"QQQ","PowerShares QQQ","Financial","Exchange Traded Fund","USA",,,85.00,-0.18%,7077328
1935,"QQQX","NASDAQ Premium Income and Growt","Financial","Closed-End Fund - Equity","USA",,,17.30,-0.63%,23671
1936,"QQXT","First Trust NASDAQ-100 ex-Tech Sec Idx","Financial","Exchange Traded Fund","USA",,,33.42,0.00%,747
1937,"QSII","Quality Systems Inc.","Technology","Healthcare Information Services","USA",1250.23,36.09,20.78,-0.72%,109458
1938,"QTEC","First Trust NASDAQ-100-Tech Index","Financial","Exchange Traded Fund","USA",,,34.14,-0.50%,33206
1939,"QTWW","Quantum Fuel Systems Technologies Worldwide Inc.","Consumer Goods","Auto Parts","USA",22.62,,6.54,-2.82%,119107
1940,"QUIK","QuickLogic Corporation","Technology","Semiconductor - Integrated Circuits","USA",155.77,,3.54,1.72%,41121
1941,"QUMU","Qumu Corporation","Technology","Computer Peripherals","USA",109.15,,13.00,3.59%,22374
1942,"QUNR","Qunar Cayman Islands Limited","Services","General Entertainment","China",3153.76,,27.70,0.18%,58997
1943,"RADA","RADA Electronic Industries Ltd.","Services","Electronics Wholesale","Israel",13.29,,1.33,-10.67%,2550
1944,"RAIL","FreightCar America Inc.","Services","Railroads","USA",295.84,,24.99,1.01%,26101
1945,"RAND","Rand Capital Corporation","Financial","Asset Management","USA",19.64,303.00,3.03,0.00%,0
1946,"RAVN","Raven Industries Inc.","Industrial Goods","Diversified Machinery","USA",1474.89,32.36,40.83,0.95%,44845
1947,"RBCAA","Republic Bancorp Inc.","Financial","Regional - Southeast Banks","USA",483.51,15.82,23.49,0.99%,1342
1948,"RBCN","Rubicon Technology, Inc.","Technology","Semiconductor Equipment & Materials","USA",203.21,,8.94,-0.67%,55043
1949,"RBPAA","Royal Bancshares of Pennsylvania Inc.","Financial","Regional - Northeast Banks","USA",18.16,,1.33,-2.92%,0
1950,"RCII","Rent-A-Center Inc.","Services","Specialty Retail, Other","USA",1778.95,11.56,33.31,0.06%,200569
1951,"RCKB","Rockville Financial Inc.","Financial","Savings & Loans","USA",358.67,22.69,14.10,0.21%,34461
1952,"RCKY","Rocky Brands, Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",106.80,13.16,14.28,0.49%,9195
1953,"RCMT","RCM Technologies Inc.","Services","Staffing & Outsourcing Services","USA",84.57,18.49,6.90,0.87%,1750
1954,"RCON","Recon Technology, Ltd.","Basic Materials","Oil & Gas Equipment & Services","China",11.97,30.30,3.06,0.99%,44384
1955,"RCPT","Receptos, Inc.","Healthcare","Biotechnology","USA",463.25,,26.00,-0.57%,25606
1956,"RDA","RDA Microelectronics, Inc.","Technology","Semiconductor Equipment & Materials","China",136.10,7.07,17.55,-0.28%,75355
1957,"RDCM","Radcom Ltd.","Technology","Computer Peripherals","Israel",37.74,,4.92,1.84%,1971
1958,"RDEN","Elizabeth Arden, Inc.","Consumer Goods","Personal Products","USA",1048.86,26.98,35.24,-0.28%,42198
1959,"RDI","Reading International Inc.","Services","Movie Production, Theaters","USA",171.87,35.00,7.41,0.82%,1957
1960,"RDNT","RadNet, Inc.","Healthcare","Medical Laboratories & Research","USA",65.13,1.24,1.65,-0.60%,68700
1961,"RDWR","Radware Ltd.","Technology","Information Technology Services","Israel",754.47,15.30,16.92,0.53%,38553
1962,"RECN","Resources Connection Inc.","Services","Management Services","USA",529.69,28.30,13.29,-0.08%,26617
1963,"RECV","Recovery Energy, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",42.86,,2.20,0.00%,0
1964,"REDF","Rediff.com India Ltd.","Technology","Internet Information Providers","India",59.04,,2.19,2.34%,29650
1965,"REFR","Research Frontiers Inc.","Industrial Goods","Industrial Electrical Equipment","USA",132.91,,5.66,-2.41%,48447
1966,"REGI","Renewable Energy Group, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",356.82,2.67,10.92,3.41%,243356
1967,"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",25723.43,37.30,262.72,0.32%,237052
1968,"REIS","Reis, Inc.","Services","Business Services","USA",192.20,24.47,17.53,-0.51%,1409
1969,"RELL","Richardson Electronics Ltd.","Services","Electronics Wholesale","USA",160.83,92.08,11.02,-0.32%,1384
1970,"RELV","Reliv International, Inc.","Healthcare","Biotechnology","USA",37.22,49.17,2.92,-1.02%,101
1971,"REMY","Remy International, Inc.","Consumer Goods","Auto Parts","USA",692.28,17.73,22.45,1.31%,30056
1972,"RENT","Rentrak Corporation","Services","Movie Production, Theaters","USA",427.03,,35.27,-0.03%,2430
1973,"REXI","Resource America, Inc.","Financial","Asset Management","USA",181.45,49.56,9.27,3.88%,20720
1974,"REXX","Rex Energy Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",1028.84,97.75,19.51,-0.20%,97117
1975,"RFIL","RF Industries Ltd.","Technology","Diversified Electronics","USA",68.48,14.39,9.07,3.34%,40717
1976,"RFMD","RF Micro Devices Inc.","Technology","Semiconductor - Integrated Circuits","USA",1421.37,,4.97,-1.39%,988254
1977,"RGCO","RGC Resources Inc.","Utilities","Gas Utilities","USA",87.79,20.49,18.61,-0.21%,70
1978,"RGDX","Response Genetics, Inc","Healthcare","Medical Laboratories & Research","USA",38.05,,1.15,-0.86%,143170
1979,"RGEN","Repligen Corporation","Healthcare","Biotechnology","USA",402.05,18.03,12.71,0.71%,51471
1980,"RGLD","Royal Gold, Inc.","Basic Materials","Gold","USA",2950.39,49.45,45.88,0.86%,126754
1981,"RGLS","Regulus Therapeutics Inc.","Healthcare","Biotechnology","USA",274.66,,6.83,-0.15%,22285
1982,"RICK","Rick's Cabaret International Inc.","Services","Restaurants","USA",115.64,12.71,12.11,-0.73%,59259
1983,"RIGL","Rigel Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",209.83,,2.34,-2.40%,326022
1984,"RINO","RINO International Corporation","Industrial Goods","Pollution & Treatment Controls","China",0.57,0.01,0.02,0.00%,2100
1985,"RITT","RiT Technologies Ltd.","Technology","Communication Equipment","Israel",13.97,,1.61,0.62%,15559
1986,"RIVR","River Valley Bancorp","Financial","Savings & Loans","USA",38.32,8.15,25.11,0.00%,0
1987,"RJET","Republic Airways Holdings Inc.","Services","Regional Airlines","USA",468.81,11.86,9.42,-0.74%,85089
1988,"RLJE","RLJ Entertainment, Inc.","Services","Business Services","USA",60.56,,4.54,0.00%,0
1989,"RLOC","ReachLocal, Inc.","Services","Advertising Agencies","USA",331.46,,12.21,1.33%,1443
1990,"RLOG","Rand Logistics, Inc.","Services","Shipping","USA",102.68,,5.80,1.22%,18393
1991,"RLYP","Relypsa, Inc.","Healthcare","Biotechnology","USA",623.88,,27.50,-3.64%,54731
1992,"RMBS","Rambus Inc.","Technology","Semiconductor- Memory Chips","USA",1068.95,,9.37,-1.26%,275815
1993,"RMCF","Rocky Mountain Chocolate Factory Inc.","Consumer Goods","Confectioners","USA",73.29,42.93,11.96,-0.50%,506
1994,"RMGN","RMG Networks Holding Corporation","Services","Business Services","USA",29.36,,4.89,4.71%,710
1995,"RMKR","Rainmaker Systems Inc.","Services","Management Services","USA",5.59,,0.25,0.00%,0
1996,"RMTI","Rockwell Medical Technologies Inc.","Healthcare","Drug Manufacturers - Major","USA",424.74,,10.85,0.44%,1104040
1997,"RNA","Prosensa Holding N.V.","Healthcare","Biotechnology","Netherlands",135.73,,4.74,1.29%,39318
1998,"RNET","RigNet, Inc.","Technology","Wireless Communications","USA",707.61,53.44,43.30,-1.19%,5407
1999,"RNIN","Wireless Ronin Technologies Inc.","Technology","Business Software & Services","USA",2.41,,0.44,8.05%,77608
2000,"RNST","Renasant Corp.","Financial","Regional - Southeast Banks","USA",792.27,25.30,29.12,0.10%,11520
2001,"RNWK","RealNetworks Inc.","Technology","Application Software","USA",275.37,,7.73,0.12%,2029
2002,"ROCK","Gibraltar Industries, Inc.","Basic Materials","Steel & Iron","USA",528.25,,17.24,1.00%,9654
2003,"ROIA","Radio One Inc.","Services","Broadcasting - Radio","USA",157.03,,3.20,-3.32%,107
2004,"ROIAK","Radio One Inc.","Services","Broadcasting - Radio","USA",161.81,,3.33,0.30%,14202
2005,"ROIC","Retail Opportunity Investments Corp.","Financial","REIT - Retail","USA",1049.32,35.46,14.52,-0.14%,42767
2006,"ROLL","RBC Bearings Inc.","Industrial Goods","Machine Tools & Accessories","USA",1519.43,29.58,66.45,-0.17%,27260
2007,"ROSE","Rosetta Resources, Inc.","Basic Materials","Independent Oil & Gas","USA",2961.59,12.91,49.67,2.56%,370773
2008,"ROSG","Rosetta Genomics, Ltd.","Healthcare","Medical Laboratories & Research","Israel",26.17,,2.83,-0.35%,23485
2009,"ROST","Ross Stores Inc.","Services","Apparel Stores","USA",15256.63,18.31,72.11,0.19%,377581
2010,"ROVI","Rovi Corporation","Technology","Multimedia & Graphics Software","USA",1753.25,32.05,17.83,-0.67%,132420
2011,"ROYL","Royale Energy Inc.","Basic Materials","Independent Oil & Gas","USA",37.40,,2.52,0.12%,5580
2012,"RP","RealPage, Inc.","Technology","Application Software","USA",1674.71,76.76,22.33,0.31%,24811
2013,"RPRX","Repros Therapeutics Inc.","Healthcare","Biotechnology","USA",415.49,,18.06,0.00%,103458
2014,"RPTP","Raptor Pharmaceuticals Corp.","Healthcare","Drug Manufacturers - Major","USA",720.17,,13.11,9.16%,462541
2015,"RPXC","RPX Corporation","Services","Business Services","USA",862.93,20.13,16.49,-0.12%,76175
2016,"RRD","R.R. Donnelley & Sons Company","Services","Business Services","USA",3330.62,,18.38,0.60%,634013
2017,"RRGB","Red Robin Gourmet Burgers Inc.","Services","Restaurants","USA",1022.16,32.28,71.96,0.87%,38282
2018,"RRST","RRSat Global Communications Network Ltd.","Technology","Diversified Communication Services","Israel",137.04,16.81,8.00,1.27%,101
2019,"RSOL","Real Goods Solar, Inc.","Industrial Goods","General Building Materials","USA",68.80,,2.49,8.73%,1628487
2020,"RSTI","Rofin-Sinar Technologies Inc.","Technology","Scientific & Technical Instruments","USA",713.43,20.74,25.38,0.32%,40805
2021,"RSYS","RadiSys Corporation","Technology","Computer Based Systems","USA",66.83,,2.33,0.87%,19400
2022,"RTEC","Rudolph Technologies Inc.","Technology","Scientific & Technical Instruments","USA",366.14,12.10,11.11,-0.18%,15037
2023,"RTIX","RTI Biologics, Inc.","Healthcare","Medical Appliances & Equipment","USA",171.33,,3.12,2.63%,59631
2024,"RTK","Rentech, Inc.","Basic Materials","Chemicals - Major Diversified","USA",373.40,,1.68,1.82%,593719
2025,"RUDR","VelocityShares Russia Select DR ETF","Financial","Exchange Traded Fund","USA",,,51.02,0.00%,0
2026,"RUSHB","Rush Enterprises, Inc.","Services","Auto Dealerships","USA",953.09,20.16,23.94,-1.03%,384
2027,"RUTH","Ruth's Hospitality Group Inc.","Services","Restaurants","USA",486.24,21.40,13.95,0.32%,58798
2028,"RVBD","Riverbed Technology, Inc.","Technology","Information Technology Services","USA",2776.31,,17.17,0.76%,320638
2029,"RVLT","Revolution Lighting Technologies, Inc.","Technology","Diversified Electronics","USA",240.36,,3.06,-1.74%,120402
2030,"RVSB","Riverview Bancorp Inc.","Financial","Savings & Loans","USA",66.64,14.19,2.95,-1.01%,2487
2031,"RYAAY","Ryanair Holdings plc","Services","Regional Airlines","Ireland",13249.01,16.86,45.91,-1.35%,99158
2032,"SAAS","inContact, Inc.","Technology","Application Software","USA",424.83,,7.77,1.17%,13080
2033,"SABA","Saba Software, Inc.","Technology","Business Software & Services","USA",364.33,,12.23,0.00%,0
2034,"SAEX","SAExploration Holdings, Inc.","Conglomerates","Conglomerates","Canada",106.29,,8.10,2.14%,3598
2035,"SAFM","Sanderson Farms, Inc.","Consumer Goods","Food - Major Diversified","USA",1531.24,16.69,70.50,3.04%,145410
2036,"SAFT","Safety Insurance Group Inc.","Financial","Property & Casualty Insurance","USA",817.94,13.82,53.54,0.60%,5530
2037,"SAIA","Saia, Inc.","Services","Trucking","USA",782.55,19.82,32.51,0.63%,14352
2038,"SAL","Salisbury Bancorp Inc.","Financial","Regional - Northeast Banks","USA",45.50,12.90,26.51,-0.26%,1300
2039,"SALE","RetailMeNot, Inc.","Services","Marketing Services","USA",1028.90,207.00,26.99,0.31%,88728
2040,"SALM","Salem Communications Corp.","Services","Broadcasting - Radio","USA",236.19,,9.12,-2.98%,11127
2041,"SANM","Sanmina-SCI Corp.","Technology","Diversified Electronics","USA",1355.74,17.59,15.94,-1.48%,227180
2042,"SANW","S&W Seed Company","Consumer Goods","Farm Products","USA",71.19,,6.14,-1.76%,31126
2043,"SAPE","Sapient Corp.","Technology","Business Software & Services","USA",2324.72,30.76,16.75,0.81%,249248
2044,"SASR","Sandy Spring Bancorp Inc.","Financial","Regional - Mid-Atlantic Banks","USA",692.92,15.50,28.02,1.01%,30039
2045,"SATS","EchoStar Corp.","Technology","Communication Equipment","USA",4142.65,95.88,47.11,0.28%,34904
2046,"SAVE","Spirit Airlines, Inc.","Services","Major Airlines","USA",3117.37,20.44,43.53,1.41%,183683
2047,"SBAC","SBA Communications Corp.","Services","Rental & Leasing Services","USA",10868.95,,85.64,0.76%,262034
2048,"SBBX","Sussex Bancorp","Financial","Regional - Northeast Banks","USA",24.70,35.71,7.50,0.00%,0
2049,"SBCF","Seacoast Banking Corp. of Florida","Financial","Regional - Mid-Atlantic Banks","USA",219.28,4.78,11.35,-2.62%,36336
2050,"SBFG","SB Financial Group, Inc.","Financial","Regional - Midwest Banks","USA",40.30,7.33,8.28,0.00%,0
2051,"SBGI","Sinclair Broadcast Group Inc.","Services","Broadcasting - TV","USA",3345.28,24.73,33.37,-0.77%,213708
2052,"SBLK","Star Bulk Carriers Corp.","Services","Shipping","Greece",60.21,,10.93,-1.53%,61617
2053,"SBNY","Signature Bank","Financial","Regional - Northeast Banks","USA",4935.09,23.30,104.75,0.34%,68637
2054,"SBRA","Sabra Health Care REIT, Inc.","Financial","REIT - Healthcare Facilities","USA",971.31,50.98,26.06,0.23%,47001
2055,"SBSA","Spanish Broadcasting System Inc.","Services","Broadcasting - Radio","USA",27.18,,3.90,4.25%,452
2056,"SBSI","Southside Bancshares Inc.","Financial","Regional - Mid-Atlantic Banks","USA",471.39,13.73,26.46,0.34%,7654
2057,"SBUX","Starbucks Corporation","Services","Specialty Eateries","USA",58003.40,7609.00,76.67,0.77%,1135521
2058,"SCBT","SCBT Financial Corp.","Financial","Regional - Mid-Atlantic Banks","USA",1407.57,28.32,64.59,0.47%,13115
2059,"SCEI","Sino Clean Energy Inc","Basic Materials","Synthetics","China",3.34,0.14,0.14,0.00%,300
2060,"SCHL","Scholastic Corporation","Services","Publishing - Books","USA",892.31,25.28,28.16,0.34%,45287
2061,"SCHN","Schnitzer Steel Industries Inc.","Industrial Goods","Metal Fabrication","USA",784.20,,29.42,0.31%,49909
2062,"SCIL","Scientific Learning Corp.","Services","Education & Training Services","USA",5.84,,0.25,-0.40%,10000
2063,"SCKT","Socket Mobile, Inc.","Technology","Computer Peripherals","USA",4.71,,0.97,0.00%,0
2064,"SCLN","SciClone Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",263.13,21.35,4.92,0.20%,40004
2065,"SCMP","Sucampo Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",340.76,19.38,8.46,3.93%,52059
2066,"SCMR","Sycamore Networks Inc.","Technology","Networking & Communication Devices","USA",14.15,,0.50,1.02%,42378
2067,"SCOK","SinoCoking and Coke Chemical Industries, Inc.","Basic Materials","Nonmetallic Mineral Mining","China",24.08,22.80,1.13,-0.88%,11600
2068,"SCON","Superconductor Technologies Inc.","Technology","Semiconductor - Integrated Circuits","USA",9.77,,2.17,0.46%,7823
2069,"SCOR","comScore, Inc.","Services","Business Services","USA",898.80,,26.13,0.31%,26704
2070,"SCSC","ScanSource, Inc.","Technology","Technical & System Software","USA",1154.16,31.91,41.26,0.22%,26733
2071,"SCSS","Select Comfort Corporation","Consumer Goods","Home Furnishings & Fixtures","USA",1127.25,17.42,20.90,1.70%,116608
2072,"SCTY","SolarCity Corporation","Technology","Semiconductor - Specialized","USA",4188.50,,52.45,0.08%,1519466
2073,"SCVL","Shoe Carnival Inc.","Services","Apparel Stores","USA",568.55,19.80,28.67,0.56%,9008
2074,"SEAC","SeaChange International Inc.","Technology","Application Software","USA",375.71,71.56,11.51,0.52%,234974
2075,"SEED","Origin Agritech Limited","Consumer Goods","Farm Products","China",33.18,,1.41,-1.40%,29988
2076,"SEIC","SEI Investments Co.","Financial","Asset Management","USA",5802.20,21.30,34.18,0.92%,166327
2077,"SENEA","Seneca Foods Corp.","Consumer Goods","Processed & Packaged Goods","USA",324.27,12.68,30.66,1.61%,1030
2078,"SENEB","Seneca Foods Corp.","Consumer Goods","Processed & Packaged Goods","USA",323.60,12.66,30.13,0.00%,0
2079,"SEV","Sevcon, Inc.","Technology","Semiconductor - Integrated Circuits","USA",17.33,,5.36,4.08%,2
2080,"SFBC","Sound Financial Bancorp, Inc.","Financial","Money Center Banks","USA",43.95,13.07,16.99,0.00%,0
2081,"SFLY","Shutterfly, Inc.","Services","Personal Services","USA",1726.97,93.20,46.05,0.83%,138630
2082,"SFM","Sprouts Farmers Market, Inc.","Services","Grocery Stores","USA",4668.00,137.26,37.00,-0.16%,157021
2083,"SFNC","Simmons First National Corporation","Financial","Regional - Southeast Banks","USA",568.84,21.13,35.00,-0.20%,1749
2084,"SFST","Southern First Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",56.01,15.62,13.12,0.00%,0
2085,"SFXE","SFX Entertainment Inc.","Services","General Entertainment","USA",671.02,,10.51,-3.04%,324426
2086,"SGC","Superior Uniform Group Inc.","Consumer Goods","Textile - Apparel Clothing","USA",99.38,20.88,15.65,-0.06%,300
2087,"SGEN","Seattle Genetics Inc.","Healthcare","Biotechnology","USA",4703.93,,38.98,1.09%,102846
2088,"SGI","Silicon Graphics International Corp.","Technology","Diversified Computer Systems","USA",436.43,,12.61,-1.48%,59670
2089,"SGMA","SigmaTron International Inc.","Technology","Printed Circuit Boards","USA",31.13,20.15,7.68,-2.29%,7169
2090,"SGMO","Sangamo Biosciences Inc.","Healthcare","Biotechnology","USA",677.70,,12.45,0.65%,254342
2091,"SGMS","Scientific Games Corporation","Services","Gaming Activities","USA",1407.17,,16.12,-2.48%,204339
2092,"SGNT","Sagent Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",687.87,26.59,23.94,0.05%,61891
2093,"SGOC","SGOCO Group, Ltd.","Consumer Goods","Electronic Equipment","China",58.56,8.12,3.40,-0.29%,18169
2094,"SGRP","Spar Group Inc.","Services","Business Services","USA",40.96,22.22,1.94,-3.00%,100
2095,"SGYP","Synergy Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",377.86,,4.19,0.00%,145310
2096,"SHBI","Shore Bancshares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",75.30,,8.92,0.22%,705
2097,"SHEN","Shenandoah Telecommunications Co.","Technology","Telecom Services - Domestic","USA",563.75,20.24,23.53,0.21%,59462
2098,"SHIP","Seanergy Maritime Holdings Corp.","Services","Shipping","Greece",16.62,,1.43,2.70%,6700
2099,"SHLD","Sears Holdings Corporation","Services","Department Stores","USA",4716.15,,43.88,-1.27%,289764
2100,"SHLM","A. Schulman, Inc.","Basic Materials","Chemicals - Major Diversified","USA",990.39,30.54,33.87,-0.09%,23590
2101,"SHLO","Shiloh Industries Inc.","Consumer Goods","Auto Parts","USA",375.17,20.05,22.25,0.86%,10115
2102,"SHOO","Steven Madden, Ltd.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",2302.80,18.51,35.83,0.28%,136731
2103,"SHOR","ShoreTel, Inc.","Technology","Communication Equipment","USA",512.07,,8.60,0.00%,49122
2104,"SHOS","Sears Hometown and Outlet Stores, Inc.","Services","Department Stores","USA",577.04,13.58,25.08,0.40%,44239
2105,"SIAL","Sigma-Aldrich Corporation","Basic Materials","Specialty Chemicals","USA",10738.80,22.77,89.47,-0.02%,109362
2106,"SIBC","State Investors Bancorp, Inc.","Financial","Money Center Banks","USA",39.31,99.06,15.85,0.00%,0
2107,"SIEB","Siebert Financial Corp.","Financial","Investment Brokerage - Regional","USA",35.34,,1.60,0.00%,0
2108,"SIFI","SI Financial Group Inc.","Financial","Savings & Loans","USA",122.17,,11.85,0.00%,0
2109,"SIFY","Sify Technologies Limited","Technology","Internet Service Providers","India",340.96,,1.90,-0.52%,18200
2110,"SIGA","SIGA Technologies, Inc.","Healthcare","Drug Manufacturers - Major","USA",161.33,,3.13,1.95%,38827
2111,"SIGI","Selective Insurance Group Inc.","Financial","Property & Casualty Insurance","USA",1469.46,17.93,26.43,0.27%,20641
2112,"SIGM","Sigma Designs, Inc.","Technology","Semiconductor - Specialized","USA",143.55,,4.08,-2.60%,130692
2113,"SILC","Silicom Ltd.","Technology","Networking & Communication Devices","Israel",291.37,21.68,41.38,0.98%,7143
2114,"SIMG","Silicon Image, Inc.","Technology","Semiconductor - Broad Line","USA",425.64,36.60,5.55,1.09%,112746
2115,"SIMO","Silicon Motion Technology Corp.","Technology","Diversified Electronics","Taiwan",121.25,4.14,14.48,-1.83%,77489
2116,"SINA","Sina Corp.","Technology","Internet Software & Services","China",5166.06,,77.39,0.09%,600480
2117,"SINO","Sino-Global Shipping America, Ltd.","Services","Air Delivery & Freight Services","USA",10.16,,2.28,5.56%,8550
2118,"SIRI","SIRIUS XM Radio Inc.","Services","Broadcasting - Radio","USA",21150.02,48.86,3.37,-1.46%,44700232
2119,"SIRO","Sirona Dental Systems Inc.","Healthcare","Medical Appliances & Equipment","USA",3772.07,26.39,68.96,0.11%,68809
2120,"SIVB","SVB Financial Group","Financial","Regional - Pacific Banks","USA",4636.40,22.36,101.78,0.06%,75741
2121,"SKBI","Skystar Bio Pharmaceutical Company","Healthcare","Drug Manufacturers - Major","China",26.97,3.34,3.59,1.41%,5593
2122,"SKUL","Skullcandy, Inc.","Consumer Goods","Electronic Equipment","USA",159.65,33.82,5.74,-0.09%,80410
2123,"SKYW","SkyWest Inc.","Services","Regional Airlines","USA",756.94,11.96,14.82,1.58%,75419
2124,"SLAB","Silicon Laboratories Inc.","Technology","Semiconductor - Specialized","USA",1799.13,31.46,42.03,-0.28%,64553
2125,"SLGN","Silgan Holdings Inc.","Consumer Goods","Packaging & Containers","USA",2974.49,15.95,46.80,-0.17%,16506
2126,"SLM","SLM Corporation","Financial","Credit Services","USA",11152.88,7.33,25.59,0.04%,492019
2127,"SLP","Simulations Plus Inc.","Technology","Business Software & Services","USA",81.57,28.28,5.10,0.22%,3929
2128,"SLRC","Solar Capital Ltd.","Financial","Diversified Investments","USA",1004.91,13.61,22.50,0.18%,64997
2129,"SLTC","Selectica Inc.","Technology","Internet Software & Services","USA",20.61,,6.73,-2.04%,310
2130,"SLTM","Solta Medical, Inc.","Healthcare","Medical Appliances & Equipment","USA",234.59,147.00,2.93,-0.17%,410697
2131,"SLVO","Credit Suisse Silver Shares Cov Call ETN","Financial","Exchange Traded Fund","USA",,,15.78,-1.12%,800
2132,"SLXP","Salix Pharmaceuticals Ltd.","Healthcare","Drugs - Generic","USA",5233.18,50.74,84.52,-0.25%,88376
2133,"SMBC","Southern Missouri Bancorp, Inc.","Financial","Savings & Loans","USA",110.18,11.49,33.44,0.00%,0
2134,"SMCI","Super Micro Computer, Inc.","Technology","Networking & Communication Devices","USA",701.18,26.19,16.51,0.06%,38640
2135,"SMED","Sharps Compliance Corp.","Industrial Goods","Waste Management","USA",74.11,,4.84,0.21%,7653
2136,"SMIT","Schmitt Industries Inc.","Technology","Scientific & Technical Instruments","USA",7.75,,2.53,-2.32%,400
2137,"SMMF","Summit Financial Group Inc.","Financial","Regional - Mid-Atlantic Banks","USA",70.21,14.75,9.06,-3.99%,2032
2138,"SMPL","Simplicity Bancorp, Inc.","Financial","Savings & Loans","USA",122.17,21.65,16.01,-0.06%,618
2139,"SMRT","Stein Mart Inc.","Services","Apparel Stores","USA",568.52,18.58,13.40,1.59%,86194
2140,"SMSI","Smith Micro Software Inc.","Technology","Application Software","USA",44.81,,1.18,-2.44%,5992
2141,"SMTC","Semtech Corp.","Technology","Semiconductor - Integrated Circuits","USA",1936.14,32.83,28.03,-1.86%,100964
2142,"SMTX","SMTC Corp.","Technology","Printed Circuit Boards","Canada",38.12,,2.28,-2.15%,7220
